x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,label
-0.0021165721118450165,-0.1145608052611351,0.019765853881835938,0.0,0.0,0.0,-2.3171305656433105e-06,0.11449389904737473,-0.02026057243347168,-4.634261131286621e-06,0.22899123281240463,-0.0405217707157135,-0.0303768552839756,0.22798972576856613,-0.04980415105819702,-0.1455690786242485,0.22183146327733994,-0.08459168672561646,-0.1542428582906723,0.03410055488348007,-0.16696828603744507,-0.2620707079768181,-0.027834806591272354,0.03450837731361389,0.03036756068468094,0.23123716562986374,-0.03145959973335266,0.14555978029966354,0.23739542812108994,0.00332796573638916,0.23958804458379745,0.05823998898267746,-0.030819356441497803,0.1617288812994957,-0.029459054581820965,0.17485636472702026,-0.07871424034237862,-0.11663362383842468,-0.0004502236843109131,-0.4083815887570381,-0.2616831734776497,0.01816663146018982,-0.37731239944696426,-0.5012968257069588,-0.1925194263458252,0.07448109239339828,-0.11248798668384552,0.03998193144798279,0.2568705305457115,-0.4229583516716957,0.06019914150238037,0.3634065017104149,-0.42723677307367325,-0.24212592840194702,-0.07065960764884949,0.2612987384200096,0.09419512748718262,standing
-0.0021165721118450165,-0.1145608052611351,0.019765853881835938,0.0,0.0,0.0,-2.3171305656433105e-06,0.11449389904737473,-0.02026057243347168,-4.634261131286621e-06,0.22899123281240463,-0.0405217707157135,-0.0303768552839756,0.22798972576856613,-0.04980415105819702,-0.1455690786242485,0.22183146327733994,-0.08459168672561646,-0.1542428582906723,0.03410055488348007,-0.16696828603744507,-0.2620707079768181,-0.027834806591272354,0.03450837731361389,0.03036756068468094,0.23123716562986374,-0.03145959973335266,0.14555978029966354,0.23739542812108994,0.00332796573638916,0.23958804458379745,0.05823998898267746,-0.030819356441497803,0.1617288812994957,-0.029459054581820965,0.17485636472702026,-0.07871424034237862,-0.11663362383842468,-0.0004502236843109131,-0.4083815887570381,-0.2616831734776497,0.01816663146018982,-0.37731239944696426,-0.5012968257069588,-0.1925194263458252,0.07448109239339828,-0.11248798668384552,0.03998193144798279,0.2568705305457115,-0.4229583516716957,0.06019914150238037,0.3634065017104149,-0.42723677307367325,-0.24212592840194702,-0.07065960764884949,0.2612987384200096,0.09419512748718262,standing
-0.0022571831941604614,-0.11459957808256149,0.02047470211982727,0.0,0.0,0.0,0.00013229995965957642,0.11452672630548477,-0.0209977130095164,0.0002646048863728841,0.22905688732862473,-0.04199607173601786,-0.030100909372170765,0.22800048937400183,-0.05144659678141276,-0.14508241415023804,0.2216444586714109,-0.08679680029551189,-0.15472204983234406,0.032074205577373505,-0.16629062096277872,-0.26135114828745526,-0.02685471282651027,0.03752609093983968,0.030631554623444874,0.23135806868473688,-0.032773762941360474,0.14561305940151215,0.23771409938732782,0.0025764604409535727,0.23854297896226248,0.05716701100269953,-0.031104058027267456,0.1607352445522944,-0.029444226684669655,0.17590810855229697,-0.07894210020701091,-0.11675861726204555,-4.420677820841471e-05,-0.40935032069683075,-0.2615643764535586,0.019957115252812702,-0.37793368597825366,-0.5045830135544142,-0.18754376967748007,0.07442772885163625,-0.11244053890307744,0.04099361101786295,0.24676125744978586,-0.42894048740466434,0.0480202833811442,0.3528485943873723,-0.4246036435166995,-0.2548372546831767,-0.07109349469343822,0.26220428695281345,0.09213136633237202,standing
-0.0024786125868558884,-0.11463356763124466,0.02133222669363022,0.0,0.0,0.0,0.0003615468740463257,0.11455666273832321,-0.0218752920627594,0.0007231049239635468,0.2291167564690113,-0.04375125467777252,-0.029627052135765553,0.22800501435995102,-0.05341986566781998,-0.14431338757276535,0.22145377099514008,-0.08949702233076096,-0.1553691979497671,0.029779985547065735,-0.16541490703821182,-0.2600296549499035,-0.025576204992830753,0.04130580276250839,0.03107719123363495,0.2314736172556877,-0.0343204066157341,0.14576352760195732,0.23802486062049866,0.0017567574977874756,0.23748566582798958,0.05596691742539406,-0.0318116694688797,0.16003547608852386,-0.02944567264057696,0.17684968560934067,-0.079261165112257,-0.11687617190182209,0.0004178956151008606,-0.4105735681951046,-0.26155630499124527,0.022006936371326447,-0.37866851314902306,-0.5084425061941147,-0.1818550005555153,0.07430393621325493,-0.11239096336066723,0.042246557772159576,0.23070061579346657,-0.43524739891290665,0.030959516763687134,0.33572641387581825,-0.4201374351978302,-0.272233285009861,-0.07152903266251087,0.2632864713668823,0.08961203694343567,standing
-0.002740614116191864,-0.1146259844303131,0.02220030426979065,0.0,0.0,0.0,0.0006471171975135804,0.11454680860042572,-0.022755521535873412,0.0012942537665367126,0.22909704744815826,-0.04551173448562622,-0.02902541235089302,0.2279360771179199,-0.05541244149208069,-0.1433895245194435,0.22121260762214662,-0.09227455258369446,-0.15591517835855484,0.027532076835632323,-0.16441027522087098,-0.25784960985183714,-0.02416367521509528,0.04536710381507873,0.031620953977108,0.23150303065776826,-0.03585835695266724,0.14598506689071655,0.23822650015354158,0.0010037660598754884,0.23658945560455322,0.05481705069541931,-0.032791370153427125,0.15987729132175446,-0.02932532113045454,0.1776137113571167,-0.07962805479764938,-0.11694313883781433,0.0008522868156433105,-0.41185776591300965,-0.261867818236351,0.02399480938911438,-0.3792954683303833,-0.5124105125665664,-0.1765626609325409,0.07414682507514954,-0.11230883002281189,0.04354832172393799,0.21746231913566588,-0.43992542326450346,0.018360674381256104,0.3220722019672394,-0.4169803947210312,-0.2852195084095001,-0.07190562337636948,0.2643164247274399,0.08702327609062195,standing
-0.0031773678958415983,-0.11462230533361435,0.023672878742218018,0.0,0.0,0.0,0.0011271819472312926,0.11453932374715806,-0.024247372150421144,0.002254396677017212,0.22908207327127456,-0.04849547743797302,-0.02801681458950043,0.22783507853746415,-0.05878730416297913,-0.14183475226163864,0.2208108440041542,-0.09696510434150696,-0.1567914143204689,0.02383309155702591,-0.16268319487571717,-0.2538846701383591,-0.021696722600609064,0.052189689874649045,0.03253786116838455,0.23157401233911515,-0.038467198610305786,0.14635579884052277,0.2385982468724251,-0.00028939247131347655,0.23517754971981047,0.05303090065717697,-0.034586364030838014,0.15984636545181274,-0.02901328131556511,0.17871664762496947,-0.08025316819548607,-0.11707168370485306,0.001601189374923706,-0.41428673565387725,-0.2623054549098015,0.027104103565216066,-0.3806490212678909,-0.5190196737647057,-0.16811934113502502,0.07389843165874481,-0.11217292696237564,0.04574456810951233,0.1967226356267929,-0.44802033752202985,-0.00033286213874816895,0.3009979337453842,-0.4135087952017784,-0.3049234330654144,-0.07253415286540985,0.2660721018910408,0.08263530731201171,standing
-0.003696022927761078,-0.11464300900697708,0.025340378284454346,0.0,0.0,0.0,0.0017162308096885682,0.11455616503953933,-0.025933176279067993,0.0034325122833251953,0.2291157528758049,-0.05186713933944702,-0.026788906008005143,0.2277786538004875,-0.06260916590690613,-0.1399655058979988,0.22044430524110795,-0.10228429436683655,-0.15771893858909608,0.01982913464307785,-0.1605583369731903,-0.24894714802503587,-0.018724427092820406,0.06004369258880615,0.03367258608341217,0.2316979870200157,-0.04140697717666626,0.1468491867184639,0.23903233855962752,-0.0017318487167358398,0.23382851630449294,0.05120833367109299,-0.03692978024482727,0.1601918801665306,-0.02830278277397156,0.17969318628311157,-0.08101238906383515,-0.11722857356071473,0.002457070350646973,-0.4172574862837791,-0.2629588708281517,0.03028990626335144,-0.3823689267039299,-0.5263181045651436,-0.15957437157630922,0.07362034469842911,-0.11205744445323944,0.048223686218261716,0.17231764644384384,-0.45697509199380876,-0.0201757550239563,0.27621860057115555,-0.4108586087822914,-0.3262065231800079,-0.07315310090780258,0.26811683624982835,0.07764961123466492,standing
-0.004309274256229401,-0.11467304080724716,0.026677924394607543,0.0,0.0,0.0,0.0024498581886291506,0.11458736509084702,-0.02726900577545166,0.004899787902832031,0.22917815297842026,-0.0545388400554657,-0.02527683898806572,0.22782244235277177,-0.06567931771278382,-0.13785385191440583,0.22044502049684525,-0.10665910840034484,-0.15817540735006333,0.017088837921619415,-0.15862168669700621,-0.24360359460115433,-0.01615337859839201,0.06668298244476319,0.03510304540395737,0.23177934437990189,-0.043694740533828734,0.14768005758523942,0.2391567662358284,-0.0027149498462677004,0.23347753435373306,0.049763746559619904,-0.039008474349975585,0.16132257133722305,-0.026937953568994998,0.18052704334259034,-0.08186136335134506,-0.11725501716136932,0.00309978723526001,-0.4197146698832512,-0.2642788842320442,0.03272582888603211,-0.3836140915751457,-0.5319904550909996,-0.15424503684043883,0.0732428178191185,-0.112091064453125,0.05025606155395508,0.1498555764555931,-0.46265923231840134,-0.0345061182975769,0.25345977693796157,-0.4096346959471703,-0.34177127480506897,-0.07317698001861572,0.2699031248688698,0.07356929779052734,standing
-0.005018791556358338,-0.1147582933306694,0.02765170931816101,0.0,0.0,0.0,0.0033341169357299803,0.1146755799651146,-0.02823207378387451,0.0066683322191238405,0.2293545886874199,-0.05646500587463379,-0.023472927510738373,0.22805654555559157,-0.06796561479568482,-0.13547559827566147,0.2209184631705284,-0.1100955605506897,-0.1579442948102951,0.015543697774410248,-0.15694644451141357,-0.23805406540632248,-0.014321667607873678,0.07203022837638855,0.03684583306312561,0.23189906626939774,-0.045271235704422,0.1488485023379326,0.23903714567422868,-0.0031412780284881593,0.23403407782316207,0.04850510805845261,-0.040108174085617065,0.16268711537122726,-0.025087226927280427,0.18187736868858337,-0.08277819901704789,-0.11719327121973037,0.0034536957740783692,-0.42113721519708636,-0.2671302929520607,0.03424193263053894,-0.3833838477730751,-0.5364372536540032,-0.15287905931472778,0.07274061888456344,-0.11232331544160842,0.05184972286224365,0.13179104775190353,-0.4656880900263786,-0.0419731855392456,0.23577295988798141,-0.410348604619503,-0.3503709316253662,-0.07263379544019699,0.2714994564652443,0.070438551902771,standing
-0.005808353424072266,-0.11495020091533661,0.028280037641525268,0.0,0.0,0.0,0.0043407797813415526,0.11487156748771668,-0.028839343786239625,0.008681689202785493,0.2297465682029724,-0.05767956972122192,-0.021444379538297653,0.22857631742954254,-0.06951117515563965,-0.13287293538451195,0.22193661332130432,-0.11264804601669312,-0.157248392701149,0.015053439140319824,-0.15548802614212037,-0.23272741138935088,-0.013398982398211957,0.0762661337852478,0.038854938745498654,0.232165390253067,-0.04616138935089111,0.15028349459171295,0.238805091381073,-0.0030245065689086916,0.2352949172258377,0.04733031690120697,-0.040002834796905515,0.1636371612548828,-0.023208782821893693,0.18385395407676697,-0.08371760845184326,-0.11710911691188812,0.0035164713859558105,-0.4212658375501633,-0.2717985898256302,0.03457710742950439,-0.3811842530965805,-0.5398478031158447,-0.15571459531784057,0.07210090458393097,-0.1127912849187851,0.05304360389709473,0.11320411264896393,-0.46778549551963805,-0.04825450181961059,0.21754142940044402,-0.41146535873413087,-0.35760351419448855,-0.07161382585763931,0.2730069875717163,0.06822345852851867,standing
